codingre,descrip,familia,unidad,empaque,equivale,inventa1,stockmax,stockmin,ultcosto,costoprome,impuesto,pedido,status
"A265","VINO BLANCO","ABARR","ml","",4000.00,0.75,0.00,0.00,493.83,353.12,16.00,0.000,""
"A266","VINO TINTO","ABARR","ml","",4000.00,0.04,0.00,0.00,206.00,171.97,16.00,0.000,""
"A276","CUPCAKES CUMPLEA•OS","ABARR","pz","",1.00,0.00,0.00,0.00,2.50,1.25,0.00,0.000,""
"A267","TELERA","ABARR","PZ","",1.00,0.00,0.00,0.00,1.50,0.00,0.00,0.000,""
"A268","PAN BIROTE","ABARR","PZ","",1.00,0.00,0.00,0.00,29.00,16.38,0.00,0.000,""
"A269","LENTEJAS","ABARR","gr","",1000.00,0.00,0.00,0.00,25.00,26.09,0.00,0.000,""
"A271","PASTA HOJALDRE","ABARR","gr","",1000.00,0.00,0.00,0.00,38.80,19.40,0.00,0.000,""
"A272","PASTA FILO","ABARR","","",1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,""
"A273","RECADO NEGRO","ABARR","gr","",1000.00,2.00,0.00,0.00,0.00,0.00,0.00,0.000,""
"A274","REFRESCO COCA COLA COCINA","ABARR","ml","",2000.00,0.00,0.00,0.00,11.60,9.28,0.00,0.000,""
"A275","COCTAIL DE FRUTAS LATA","ABARR","gr","",1.00,0.00,0.00,0.00,24.80,24.80,0.00,0.000,""
"A280","BIZCOCHO DE GUANABANA","ABARR","PZ","",1.00,0.00,0.00,0.00,35.00,0.00,0.00,0.000,""
"A283","CHURROS","ABARR","PZ","",665.50,0.00,0.00,0.00,707.57,403.79,0.00,0.000,""
"A284","DULCE DE LECHE LATA","ABARR","GR","",380.00,0.00,0.00,0.00,8.90,4.95,0.00,0.000,""
"A285","GALLETA DE ANIMALITOS","ABARR","GR","",1000.00,1.00,0.00,0.00,25.00,27.07,0.00,0.000,""
"A286","GRENETINA","ABARR","GR","",1000.00,1.80,0.00,0.00,178.00,136.35,0.00,0.000,""
"A287","FECULA DE MAIZ MAIZENA","ABARR","GR","",750.00,1.00,0.00,0.00,41.42,41.35,0.00,0.000,""
"A288","TLAYUDA","ABARR","PZ","",1.00,-1.00,0.00,0.00,7.00,7.01,0.00,0.000,""
"A304","LECHUGA SANGRIA","VERDU","GR","",1000.00,1.00,0.00,0.00,9.00,8.51,0.00,0.000,""
"A305","MAMEY","VERDU","GR","",1000.00,0.00,0.00,0.00,23.50,30.00,0.00,0.000,""
"A403","PAN PITA","ABARR","","",1000.00,0.00,0.00,0.00,30.00,0.00,0.00,0.000,""
"A411","PULPA DE MAMEY","ABARR","GR","",1000.00,-0.01,0.00,0.00,50.00,49.88,0.00,0.000,""
"A413","ADOBO EN PASTA","ABARR","GR","",1000.00,0.00,0.00,0.00,1.00,0.00,0.00,0.000,""
"A414","FRIJOL BAYO","ABARR","gr","",1000.00,0.00,0.00,0.00,23.30,17.64,0.00,0.000,""
"A415","PAPEL DE ESTRAZA","ABARR","PZ","",1.00,0.00,0.00,0.00,52.20,46.15,0.00,0.000,""
"ABEL","ABSOLUT ELYX","VODKA","ML","",750.00,2.04,0.00,0.00,410.26,205.13,16.00,0.000,""
"ABGM","GREY GOOSE 1.750","VODKA","ML","",1750.00,0.00,0.00,0.00,846.84,844.20,0.00,0.000,""
"AGCO","AGUA CORRIENTE","REFRE","ML","",19000.0,0.00,0.00,0.00,30.59,25.94,0.00,0.000,""
"B001","AGUA GARRAFON","BEBID","ml","",20000.0,0.00,0.00,0.00,27.00,27.00,0.00,0.000,""
"B002","AGUA MINERAL LATA","BEBID","PZ","",355.00,251.00,0.00,0.00,5.96,5.96,16.00,0.000,""
"B003","AGUA MINERAL MINI","BEBID","ML","",250.00,304.00,0.00,0.00,5.53,5.53,16.00,0.000,""
"B004","AGUA MINERAL REFIL","BEBID","ML","",2000.00,15.00,0.00,0.00,12.07,12.08,16.00,0.000,""
"B006","AGUA NATURAL MINI","BEBID","ML","",355.00,0.00,0.00,0.00,7.76,5.98,16.00,0.000,""
"B007","AGUA PERRIER","BEBID","ML","",250.00,46.00,0.00,0.00,16.50,16.51,0.00,0.000,""
"B009","AGUA QUINA SCHWEPPES","BEBID","ML","",296.00,32.00,0.00,0.00,4.82,4.83,0.00,0.000,""
"B010","AGUA TONICA 1724","BEBID","ML","",200.00,11.00,0.00,0.00,38.50,35.44,0.00,0.000,""
"B011","AGUA TON.BUITONIC","BEBID","ML","",355.00,21.00,0.00,0.00,18.97,455.17,0.00,0.000,""
"B012","AGUA TON.FENTIMAS","BEBID","ML","",200.00,21.00,0.00,0.00,25.00,600.00,16.00,0.000,""
"B013","AGUA TON.VELVET SODA R","BEBID","ML","",275.00,0.00,0.00,0.00,17.00,408.00,16.00,0.000,""
"B014","AGUA TON.VICHY CATALAN","BEBID","ML","",275.00,0.00,0.00,0.00,22.91,535.00,16.00,0.000,""
"B017","NESPRESSO DOLCE AMER","BEBID","pz","",50.00,1.26,0.00,0.00,545.00,476.88,0.00,0.000,""
"B018","NESPRESSO DOLCE CAPU","BEBID","pz","",50.00,1.00,0.00,0.00,545.00,272.50,0.00,0.000,""
"B019","NESPRESSO DOLCE EXPR","BEBID","pz","",50.00,2.50,0.00,0.00,545.00,530.67,0.00,0.000,""
"B020","NESPRESSO EXPRESO FO","BEBID","pz","",50.00,1.76,0.00,0.00,545.00,544.99,0.00,0.000,""
"B021","NESPRESSO LUNGO DESC","BEBID","pz","",50.00,0.80,0.00,0.00,545.00,476.88,0.00,0.000,""
"B022","NESPRESSO LUNGO FORT","BEBID","pz","",50.00,0.40,0.00,0.00,545.00,545.00,0.00,0.000,""
"B023","NESPRESSO RISTRETTO","BEBID","pz","",50.00,1.72,0.00,0.00,545.00,545.00,0.00,0.000,""
"B025","CLAMATO","BEBID","ml","",1890.00,10.00,0.00,0.00,44.13,44.14,0.00,0.000,""
"B026","COCACOLA LATA","BEBID","ML","",355.00,182.00,0.00,0.00,9.16,9.16,16.00,0.000,""
"B027","COCACOLA LIGHT LATA","BEBID","ML","",355.00,97.00,0.00,0.00,9.16,9.16,16.00,0.000,""
"B028","COCACOLA LIGHT MINI","BEBID","ML","",250.00,86.00,0.00,0.00,6.32,6.32,16.00,0.000,""
"B029","COCACOLA MINI","BEBID","ML","",1.00,159.00,0.00,0.00,6.61,6.61,16.00,0.000,""
"B030","COCACOLA REFIL","BEBID","ML","",2000.00,8.00,0.00,0.00,19.21,19.22,16.00,0.000,""
"B031","COCACOLA ZERO LATA","BEBID","ML","",355.00,78.00,0.00,0.00,7.54,7.54,16.00,0.000,""
"B032","COCACOLA ZERO MINI","BEBID","ML","",250.00,27.00,0.00,0.00,5.32,4.60,16.00,0.000,""
"B033","DELAWARE LATA","BEBID","ML","",355.00,29.00,0.00,0.00,7.65,7.64,16.00,0.000,""
"B034","FANTA LATA","BEBID","ML","",355.00,47.00,0.00,0.00,7.65,7.63,16.00,0.000,""
"B035","FRESCA LATA","BEBID","ML","",355.00,25.00,0.00,0.00,7.65,7.65,16.00,0.000,""
"B036","FRESCA REFIL","BEBID","ML","",2000.00,0.00,0.00,0.00,12.18,12.09,16.00,0.000,""
"B037","GINGER","BEBID","pz","",355.00,44.00,0.00,0.00,4.74,4.75,16.00,0.000,""
"B038","GINGER FEVER TREES","BEBID","pz","",24.00,0.00,0.00,0.00,517.25,517.25,0.00,0.000,""
"B039","JARABE NATURAL","BEBID","ml","",1000.00,0.00,0.00,0.00,33.62,33.63,16.00,0.000,""
"B040","JUGO AMI MANZANA","BEBID","pz","",12.00,0.00,0.00,0.00,15.75,11.82,0.00,0.000,""
"B041","JUGO AMI NARANJA","BEBID","pz","",12.00,0.00,0.00,0.00,15.00,13.41,0.00,0.000,""
"B042","JUGO AMI PI•A","BEBID","pz","",12.00,0.00,0.00,0.00,15.75,7.88,0.00,0.000,""
"B043","JUGO AMI UVA","BEBID","pz","",12.00,0.00,0.00,0.00,19.80,20.15,0.00,0.000,""
"B044","JUGO ARANDANO","BEBID","pz","",1000.00,30.00,0.00,0.00,18.52,18.55,0.00,0.000,""
"B045","JUGO BOING","BEBID","pz","",12.00,0.00,0.00,0.00,99.48,99.86,0.00,0.000,""
"B046","JUGO DURAZNO","BEBID","pz","",1000.00,4.00,0.00,0.00,16.58,16.58,0.00,0.000,""
"B047","JUGO GUAYABA","BEBID","pz","",1000.00,0.00,0.00,0.00,12.96,12.09,0.00,0.000,""
"B048","JUGO LIMON NATURAL","BEBID","ml","",4000.00,0.00,0.00,0.00,75.00,75.01,0.00,0.000,""
"B049","JUGO MANGO","BEBID","pz","",1000.00,9.00,0.00,0.00,16.58,16.58,0.00,0.000,""
"B050","JUGO MANZANA","BEBID","pz","",1000.00,1.00,0.00,0.00,16.58,16.57,0.00,0.000,""
"B051","JUGO NARANJA","BEBID","pz","",1000.00,13.00,0.00,0.00,16.88,16.79,0.00,0.000,""
"B052","JUGO NARANJA NATURAL","BEBID","ml","",4000.00,0.00,0.00,0.00,75.00,75.00,0.00,0.000,""
"B053","JUGO PI•A","BEBID","pz","",1000.00,12.73,0.00,0.00,16.58,16.61,0.00,0.000,""
"B054","JUGO TOMATE","BEBID","pz","",1000.00,10.00,0.00,0.00,16.63,16.16,0.00,0.000,""
"B055","JUGO UVA","BEBID","pz","",1000.00,17.00,0.00,0.00,16.63,16.62,0.00,0.000,""
"B058","SIDRAL LATA","BEBID","ML","",355.00,50.00,0.00,0.00,7.65,7.65,16.00,0.000,""
"B059","SPRITE LATA","BEBID","ML","",355.00,76.00,0.00,0.00,7.65,7.65,16.00,0.000,""
"B060","SPRITE REFIL","BEBID","ML","",2000.00,0.00,0.00,0.00,12.18,12.00,16.00,0.000,""
"B061","SPRITE ZERO","BEBID","ML","",355.00,41.00,0.00,0.00,7.65,7.27,16.00,0.000,""
"B065","TE CHINE BLANC PASSION","BEBID","gr","",1000.00,0.00,0.00,0.00,2730.00,2730.00,0.00,0.000,""
"B066","TE CHINE JASMIN CHUNG HAO","BEBID","gr","",1000.00,0.00,0.00,0.00,2262.00,1131.00,0.00,0.000,""
"B067","TE CHINE LAPSANG SOUCHONG","BEBID","gr","",1000.00,0.00,0.00,0.00,975.00,975.00,0.00,0.000,""
"B068","TE CHINE YUNNAN VERT","BEBID","gr","",1000.00,0.00,0.00,0.00,1560.00,1560.00,0.00,0.000,""
"B069","TE COQUELICOT GOURDMAND","BEBID","gr","",1000.00,0.00,0.00,0.00,975.00,975.00,0.00,0.000,""
"B070","TE DARJEELING GFOP SUPERI","BEBID","gr","",1000.00,0.00,0.00,0.00,1560.00,1560.00,0.00,0.000,""
"B071","TE EARL GREY TIN ZHEN","BEBID","gr","",1000.00,0.00,0.00,0.00,1267.50,1267.50,0.00,0.000,""
"B072","TE FRUTOS ROJOS","BEBID","pz","",1.00,0.00,0.00,0.00,32.00,46.00,0.00,0.000,""
"B073","TE GOUT RUSSE DOUCHKA","BEBID","gr","",1000.00,0.00,0.00,0.00,1170.00,1170.00,0.00,0.000,""
"B074","TE HIERBA BUENA","BEBID","pz","",1.00,0.00,0.00,0.00,47.60,0.00,0.00,0.000,""
"B075","TE INF. FRUITS SAMBA","BEBID","gr","",1000.00,0.00,0.00,0.00,975.00,975.00,0.00,0.000,""
"B076","TE JARDIN BLEU","BEBID","gr","",1000.00,0.00,0.00,0.00,1170.00,1170.00,0.00,0.000,""
"B077","TE LIMON","BEBID","pz","",1.00,0.00,0.00,0.00,101.28,50.64,0.00,0.000,""
"B078","TE LORIENTAL","BEBID","gr","",1000.00,0.00,0.00,0.00,1170.00,1170.00,0.00,0.000,""
"B079","TE MANZANILLA","BEBID","pz","",1000.00,0.00,0.00,0.00,101.28,50.64,0.00,0.000,""
"B081","TE PIM LIMON TONES","BEBID","gr","",1000.00,0.00,0.00,0.00,101.28,0.00,0.00,0.000,""
"B082","TE POMME DAOUR","BEBID","gr","",1000.00,0.00,0.00,0.00,905.83,905.83,0.00,0.000,""
"B083","TE QUATRE FRUITS ROUGES","BEBID","gr","",1000.00,0.00,0.00,0.00,1131.00,565.50,0.00,0.000,""
"B084","TE ROOBBOIS CITRUS","BEBID","gr","",1000.00,0.00,0.00,0.00,1170.00,1170.00,0.00,0.000,""
"B085","TE SOLEIL VERT","BEBID","gr","",1000.00,0.00,0.00,0.00,1072.50,1072.50,0.00,0.000,""
"B086","TE STRONG BREAKFAST","BEBID","gr","",1000.00,0.00,0.00,0.00,1072.50,1072.50,0.00,0.000,""
"B087","TE TIEMPOS VIOLENTOS","BEBID","gr","",1000.00,0.00,0.00,0.00,1800.00,1800.00,0.00,0.000,""
"B088","TE TOUAREG","BEBID","gr","",1000.00,0.00,0.00,0.00,975.00,975.00,0.00,0.000,""
"B089","TE VERDE","BEBID","pz","",1.00,0.00,0.00,0.00,101.28,50.64,0.00,0.000,""
"B090","JUGO MANDARINA","BEBID","pz","",1000.00,0.00,0.00,0.00,9.27,7.53,0.00,0.000,""
"B091","JUGO TORONJA","BEBID","pz","",1000.00,0.00,0.00,0.00,80.00,40.00,0.00,0.000,""
"B100","ORANGE CRUSH","BEBID","PZ","",1.00,0.00,0.00,0.00,9.13,8.99,0.00,0.000,""
"BOOS","BOOST","REFRE","ML","",1.00,-767.00,0.00,0.00,13.26,13.26,0.00,0.000,""
"BRAM","ALMA DE MAGNO","BRAND","ML","",750.00,2.16,0.00,0.00,289.66,289.67,16.00,0.000,""
"BRAZ","AZTECA DE ORO 750 ML","BRAND","ML","",750.00,0.00,0.00,0.00,108.62,108.62,16.00,0.000,""
"BRCI","CARLOS I","BRAND","ML","",750.00,3.07,0.00,0.00,482.76,482.02,16.00,0.000,""
"BRCM","CARDENAL DE MENDOZA","BRAND","ML","",750.00,2.00,0.00,0.00,761.77,677.01,16.00,0.000,""
"BRDA","DUQUE DE ALBA","BRAND","ML","",700.00,0.00,0.00,0.00,582.80,291.40,16.00,0.000,""
"BRFA","FERNANDO CASTILLA ANTIQUE","BRAND","","",750.00,0.09,0.00,0.00,500.00,0.00,0.00,0.000,""
"BRFC","FERNANDO DE CASTILLA","BRAND","ML","",750.00,0.00,0.00,0.00,215.52,107.76,16.00,0.000,""
"BRFU","FUNDADOR","BRAND","ML","",700.00,4.14,0.00,0.00,150.00,150.00,16.00,0.000,""
"BRJI","JAIME I","BRAND","ML","",750.00,2.00,0.00,0.00,1.00,0.00,16.00,0.000,""
"BRMA","MAGNO","BRAND","ML","",750.00,8.02,0.00,0.00,170.69,170.69,16.00,0.000,""
"BRPR","PRESIDENTE","BRAND","ML","",940.00,0.00,0.00,0.00,68.70,68.02,0.00,0.000,""
"BRT1","TORRES 15","BRAND","ML","",750.00,4.14,0.00,0.00,366.38,366.38,16.00,0.000,""
"BRT5","TORRES 5 A•OS","BRAND","ML","",750.00,0.00,0.00,0.00,129.79,139.90,0.00,0.000,""
"BRT9","TERRY 1900","BRAND","ML","",700.00,0.00,0.00,0.00,169.57,157.89,0.00,0.000,""
"BRTD","TORRES DIEZ","BRAND","ML","",750.00,20.12,0.00,0.00,197.41,197.42,16.00,0.000,""
"BRTE","TERRY CENTENARIO 750 ML.","BRAND","ML","",750.00,8.08,0.00,0.00,206.03,206.03,16.00,0.000,""
"BRTV","TORRES 20 A•OS","BRAND","ML","",750.00,2.03,0.00,0.00,642.24,641.23,16.00,0.000,""
"C001","ALITAS NATURAL","CARNE","gr","",1000.00,0.00,0.00,0.00,650.00,631.25,0.00,0.000,""
"C002","ARRACHERA TEXANA","CARNE","gr","",1000.00,5.58,0.00,0.00,64.12,68.93,0.00,0.000,""
"C003","CABEZA DE FILETE","CARNE","gr","",1000.00,0.00,0.00,0.00,259.00,249.57,0.00,0.000,""
"C004","CABRERIA","CARNE","gr","",1000.00,0.00,0.00,0.00,205.85,289.44,0.00,0.000,""
"C005","CARNE MOLIDA","CARNE","gr","",1000.00,0.00,0.00,0.00,88.00,100.79,0.00,0.000,""
"C006","CARNE MOLIDA DE CERDO","CARNE","gr","",1000.00,0.00,0.00,0.00,84.00,85.93,0.00,0.000,""
"C007","CARNE MOLIDA DE RES","CARNE","gr","",1000.00,0.00,0.00,0.00,135.00,135.00,0.00,0.000,""
"C008","CARNE SECA","CARNE","gr","",1000.00,0.00,0.00,0.00,110.00,110.00,0.00,0.000,""
"C009","CARRILLERA","CARNE","gr","",1000.00,0.00,0.00,0.00,120.00,119.77,0.00,0.000,""
"C010","CHAMBERETE","CARNE","gr","",1000.00,0.00,0.00,0.00,98.00,96.50,0.00,0.000,""
"C011","CHAMORRO","CARNE","pz","",1000.00,0.00,0.00,0.00,55.00,57.66,0.00,0.000,""
"C012","CHAPULINES","CARNE","gr","",1000.00,0.10,0.00,0.00,700.00,787.96,0.00,0.000,""
"C013","CHICHARRON","CARNE","gr","",1000.00,2.16,0.00,0.00,110.00,110.08,0.00,0.000,""
"C014","CHICHARRON PRENSADO","CARNE","gr","",1000.00,-0.01,0.00,0.00,120.00,120.00,0.00,0.000,""
"C015","CHISTORRA","CARNE","gr","",1000.00,0.00,0.00,0.00,105.00,105.01,0.00,0.000,""
"C016","CHULETON","CARNE","pz","",1.00,0.00,0.00,0.00,88.00,87.00,0.00,0.000,""
"C017","COSTILLA RES MARCADA","CARNE","pz","",1.00,3.48,0.00,0.00,260.00,251.25,0.00,0.000,""
"C018","COSTILLAS DE CERDO","CARNE","GR","",1000.00,0.00,0.00,0.00,88.00,88.00,0.00,0.000,""
"C019","COW BOY","CARNE","gr","",1000.00,0.00,0.00,0.00,360.00,364.38,0.00,0.000,""
"C020","DIEZMILLO","CARNE","gr","",1000.00,0.00,0.00,0.00,90.00,89.30,0.00,0.000,""
"C021","ESCAMOLES KG","CARNE","gr","",1000.00,0.00,0.00,0.00,1100.00,962.50,0.00,0.000,""
"C022","FALDA DE RES","CARNE","gr","",1000.00,1.05,0.00,0.00,135.00,135.00,0.00,0.000,""
"C023","FILETE RES","CARNE","gr","",1000.00,0.90,0.00,0.00,320.00,320.45,0.00,0.000,""
"C024","GUSANO DE MAGUEY KG","CARNE","gr","",1000.00,0.00,0.00,0.00,462.00,461.94,0.00,0.000,""
"C026","HUESO DE JAMON SERRANO","CARNE","gr","",1000.00,0.00,0.00,0.00,166.14,165.66,0.00,0.000,""
"C027","HUESO DE POLLO KG","CARNE","gr","",1000.00,0.00,0.00,0.00,369.72,334.87,0.00,0.000,""
"C028","HUESO DE TERNERA","CARNE","gr","",1000.00,0.00,0.00,0.00,20.00,20.00,0.00,0.000,""
"C029","HUESO TUETANO","CARNE","pz","",1000.00,-0.24,0.00,0.00,55.00,46.25,0.00,0.000,""
"C030","LECHON 9 KG","CARNE","gr","",1000.00,5.52,0.00,0.00,1300.00,1259.38,0.00,0.000,""
"C031","LENGUA DE RES","CARNE","gr","",1000.00,-0.20,0.00,0.00,250.00,250.01,0.00,0.000,""
"C032","LOMO AHUMADO","CARNE","gr","",1000.00,0.00,0.00,0.00,95.00,71.25,0.00,0.000,""
"C033","LOMO CANADIENSE","CARNE","gr","",1000.00,0.00,0.00,0.00,205.00,205.00,0.00,0.000,""
"C034","MACHACA","CARNE","gr","",1000.00,0.00,0.00,0.00,135.00,135.09,0.00,0.000,""
"C035","MEDALLONES DE FILETE","CARNE","pz","",1000.00,0.00,0.00,0.00,480.87,480.87,0.00,0.000,""
"C036","MEDULA","CARNE","gr","",1000.00,0.00,0.00,0.00,180.00,174.20,0.00,0.000,""
"C037","MILANESA POLLO","CARNE","gr","",1000.00,0.00,0.00,0.00,78.00,78.01,0.00,0.000,""
"C038","PANZA DE RES","CARNE","gr","",1000.00,0.00,0.00,0.00,65.00,77.85,0.00,0.000,""
"C039","PATO ENTERO","CARNE","gr","",1000.00,0.00,0.00,0.00,135.00,135.00,0.00,0.000,""
"C040","PECHUGA C/HUESO","CARNE","gr","",1000.00,0.00,0.00,0.00,45.00,59.07,0.00,0.000,""
"C041","PIERNA Y MUSLO","CARNE","gr","",1000.00,0.00,0.00,0.00,48.00,48.00,0.00,0.000,""
"C042","PRIME RIB","CARNE","gr","",1000.00,0.00,0.00,0.00,387.27,364.41,0.00,0.000,""
"C043","RETAZO DE POLLO","CARNE","gr","",1000.00,0.00,0.00,0.00,45.00,45.01,0.00,0.000,""
"C044","RIB EYE","CARNE","gr","",1000.00,1.58,0.00,0.00,163.76,167.38,0.00,0.000,""
"C046","RIB EYE ECO","CARNE","gr","",1000.00,5.32,0.00,0.00,250.00,215.01,0.00,0.000,""
"C047","SESOS DE CERDO","CARNE","gr","",1000.00,1.00,0.00,0.00,120.00,120.00,0.00,0.000,""
"C048","SHORT RIB EYE","CARNE","gr","",1000.00,-0.30,0.00,0.00,379.00,371.19,0.00,0.000,""
"C049","SHOT LOIN","CARNE","gr","",1000.00,0.00,0.00,0.00,225.81,219.86,0.00,0.000,""
"C050","SIRLOIN","CARNE","gr","",1000.00,0.00,0.00,0.00,171.35,178.54,0.00,0.000,""
"C051","T- BONE","CARNE","gr","",1000.00,0.00,0.00,0.00,225.81,221.93,0.00,0.000,""
"C052","TABLITA DE LOMO","CARNE","gr","",1000.00,0.00,0.00,0.00,208.20,208.20,0.00,0.000,""
"C053","TLALITOS","CARNE","gr","",1000.00,0.77,0.00,0.00,120.00,120.00,0.00,0.000,""
"C057","CECINA NATURAL KG","CARNE","gr","",1001.00,3.38,0.00,0.00,174.43,176.16,0.00,0.000,""
"C061","PECHUGA DE POLLO","CARNE","gr","",1001.00,1.89,0.00,0.00,73.00,73.01,0.00,0.000,""
"C063","ASIENTO DE CHICHARRON","CARNE","GR","",1000.00,1.35,0.00,0.00,120.00,120.00,0.00,0.000,""
"C064","BISTECK DE CERDO","CARNE","GR","",1000.00,0.00,0.00,0.00,84.00,85.00,0.00,0.000,""
"C065","CHORIZO VERDE","CARNE","GR","",1000.00,0.00,0.00,0.00,95.00,92.64,0.00,0.000,""
"C066","MANTECA DE CERDO","CARNE","GR","",1000.00,0.00,0.00,0.00,45.00,45.01,0.00,0.000,""
"C067","PIERNA DE CERDO","CARNE","GR","",1000.00,0.00,0.00,0.00,84.00,83.28,0.00,0.000,""
"C068","RABO DE RES","CARNE","GR","",1000.00,0.00,0.00,0.00,70.00,71.57,0.00,0.000,""
"C069","ESPINAZO DE PUERCO","CARNE","GR","",1000.00,0.00,0.00,0.00,78.00,77.37,0.00,0.000,""
"C070","CENTRO DE TUETANO","CARNE","GR","",1000.00,0.64,0.00,0.00,350.00,351.18,0.00,0.000,""
"C071","LOMO DE CERDO","CARNE","GR","",1000.00,0.00,0.00,0.00,160.00,126.25,0.00,0.000,""
"C072","SUADERO","CARNE","GR","",1000.00,0.00,0.00,0.00,125.00,126.31,0.00,0.000,""
"C100","CABEZA DE CERDE","CARNE","GR","",1000.00,0.00,0.00,0.00,48.00,48.05,0.00,0.000,""
"C101","MUSLO PERSONAL","CARNE","GR","",1000.00,3.96,0.00,0.00,48.00,48.01,0.00,0.000,""
"CEBA","BARRIL DE CERVEZA","CERVE","ML","",12000.0,0.00,0.00,0.00,853.00,0.00,16.00,0.000,""
"CEBN","BOCANEGRA","CERVE","ML","",355.00,49.00,0.00,0.00,18.28,18.28,16.00,0.000,""
"CEBO","BOHEMIA CLARA","CERVE","ML","",355.00,0.00,0.00,0.00,9.99,9.87,0.00,0.000,""
"CEBS","BOHEMIA OSCURA","CERVE","ML","",355.00,0.00,0.00,0.00,9.98,9.99,0.00,0.000,""
"CECL","CORONA LIGHT","CERVE","ML","",355.00,129.00,0.00,0.00,7.58,7.58,16.00,0.000,""
"CECO","TECATE","CERVE","ML","",325.00,0.00,0.00,0.00,7.24,7.24,0.00,0.000,""
"CECR","CORONA","CERVE","ML","",355.00,122.00,0.00,0.00,8.69,8.70,16.00,0.000,""
"CEGH","GOUSE ISL.HONKER","CERVE","ML","",355.00,54.00,0.00,0.00,1.00,0.00,16.00,0.000,""
"CEGS","GOUSE ISLAND SOFIE","CERVE","ML","",355.00,46.00,0.00,0.00,1.00,0.00,16.00,0.000,""
"CEHE","HEINEKEN","CERVE","ML","",355.00,0.00,0.00,0.00,13.00,13.00,0.00,0.000,""
"CEHO","HOOGARDEN","CERVE","ML","",355.00,40.00,0.00,0.00,29.00,15.00,0.00,0.000,""
"CELE","LEON NEGRA CERVEZA","CERVE","ML","",355.00,366.00,0.00,0.00,8.69,8.71,16.00,0.000,""
"CEML","MODELO LIGHT","CERVE","ML","",325.00,0.00,0.00,0.00,4.67,4.67,0.00,0.000,""
"CEMS","MODELO ESP.BOTELLA 355 ML","CERVE","ML","",355.00,66.00,0.00,0.00,9.45,9.46,16.00,0.000,""
"CENM","NEGRA MODELO","CERVE","ML","",355.00,31.00,0.00,0.00,9.45,9.46,16.00,0.000,""
"CEOL","ODULS","CERVE","ML","",355.00,31.00,0.00,0.00,9.89,9.31,16.00,0.000,""
"CEOS","OSADIA","CERVE","ML","",355.00,15.00,0.00,0.00,1.00,0.00,16.00,0.000,""
"CEPA","PACIFICO","CERVE","ML","",355.00,229.00,0.00,0.00,8.24,8.25,16.00,0.000,""
"CEQU","QUILMES","CERVE","ML","",355.00,38.00,0.00,0.00,25.00,20.71,0.00,0.000,""
"CESA","SAGA","CERVE","ML","",355.00,20.00,0.00,0.00,1.00,0.00,16.00,0.000,""
"CESE","STELLA","CERVE","PZ","",24.00,107.00,0.00,0.00,16.38,27.76,16.00,0.000,""
"CESL","SOL LIGTH","CERVE","ML","",355.00,0.00,0.00,0.00,5.00,0.00,0.00,0.000,""
"CESO","SOL CERVEZA","CERVE","ML","",355.00,0.00,0.00,0.00,7.25,7.30,0.00,0.000,""
"CEST","STRONGBOW GOLD","CERVE","ML","",355.00,0.00,0.00,0.00,1.00,0.00,0.00,0.000,""
"CEVI","VICTORIA","CERVE","ML","",355.00,129.00,0.00,0.00,8.69,8.70,16.00,0.000,""
"CEXY","XY REGEL","CERVE","ML","",355.00,0.00,0.00,0.00,1.00,0.00,0.00,0.000,""
"CG01","CIGARRO BLANCO","CIGAR","pz","",10.00,22.00,0.00,0.00,49.26,49.26,0.00,0.000,""
"CG02","CIGARRO ROJO","CIGAR","pz","",10.00,16.00,0.00,0.00,49.26,49.26,0.00,0.000,""
"CGCV","COURVOISIER VSOP","COGNA","ML","",700.00,0.00,0.00,0.00,286.96,286.97,0.00,0.000,""
"CGCX","COURVOISIER X.O.","COGNA","ML","",700.00,0.00,0.00,0.00,1182.00,0.00,0.00,0.000,""
"CGHV","HENNESY VSOP","COGNA","ML","",700.00,2.09,0.00,0.00,905.78,887.25,16.00,0.000,""
"CGMM","MARTEL V.S.O.P MEDALLON","COGNA","ML","",700.00,4.15,0.00,0.00,564.66,564.04,16.00,0.000,""
"CGRM","REMY MARTIN","COGNA","ML","",750.00,0.00,0.00,0.00,303.48,303.48,0.00,0.000,""
"CGVS","REMY MARTIN VS","COGNA","ML","",750.00,0.00,0.00,0.00,300.00,242.00,0.00,0.000,""
"CGXO","HENNESY XO","COGNA","ML","",750.00,1.02,0.00,0.00,2771.97,1385.99,16.00,0.000,""
"CHBB","MOET BABY BRUT","CHAMP","ML","",200.00,0.00,0.00,0.00,251.42,252.94,0.00,0.000,""
"CHBN","MOET BABY NECTAR","CHAMP","ML","",355.00,0.00,0.00,0.00,300.00,0.00,0.00,0.000,""
"CHBR","MOET BABY ROSE","CHAMP","ML","",355.00,0.00,0.00,0.00,300.00,0.00,0.00,0.000,""
"CHDL","DOM PERIGNON LUMINUS","CHAMP","ML","",750.00,0.00,0.00,0.00,1.00,0.00,0.00,0.000,""
"CHDM","DOM PERIGNON","CHAMP","ML","",750.00,2.00,0.00,0.00,3089.14,2118.93,16.00,0.000,""
"CHDR","DOM PERIGNON ROSE","CHAMP","ML","",750.00,0.00,0.00,0.00,700.00,0.00,0.00,0.000,""
